No_Rooms,Bathroom,Longitude,Latitude,Furnished,Area,Total_Facilities,AnnualPrice
2,1,106.85716000000001,-6.14607,0,49.0,18,57000000
2,1,106.85493600000001,-6.147823000000001,0,62.0,17,55100000
2,1,106.757651,-6.186415,0,53.0,19,57600000
2,1,106.729326,-6.166036,1,50.0,20,55000000
3,3,106.78322299999999,-6.220912,1,140.0,22,259200000
3,2,106.843171,-6.236462,1,83.0,21,120000000
2,1,106.769194,-6.237472,1,49.0,20,85000000
2,2,106.80923999999999,-6.213072,1,108.0,23,170000000
0,1,106.854417,-6.242630999999999,1,23.0,23,65000000
3,1,106.789248,-6.176076,1,77.0,20,95000000
1,1,106.81915900000001,-6.226598,1,49.0,24,102000000
3,3,106.811453,-6.259374,1,204.0,22,570000000
2,1,106.89933,-6.224079,1,35.0,21,41000000
1,1,106.729326,-6.166036,0,35.0,15,35000000
3,2,106.85276999999999,-6.154767,1,82.0,20,60000000
2,1,106.78816599999999,-6.175894,0,42.0,20,42000000
3,1,106.879075,-6.2250309999999995,1,48.0,19,65000000
1,1,106.789934,-6.178351,1,45.0,24,90000000
0,1,106.71540900000001,-6.174903,0,21.0,19,20000000
3,2,106.81865400000001,-6.194443,1,88.0,21,132000000
2,1,106.843171,-6.236462,1,54.0,20,96000000
0,1,106.81649499999999,-6.195839,1,30.0,21,70000000
2,1,106.81915900000001,-6.226598,1,76.0,24,144000000
2,1,106.925427,-6.203576,0,33.0,15,20000000
2,1,106.7917,-6.1792,1,50.0,14,88000000
0,1,106.60767299999999,-6.228493,1,38.0,21,50000000
1,1,106.832472,-6.360354,1,25.0,15,38000000
3,2,106.85068999999999,-6.146146,1,198.0,24,250000000
0,1,106.75606100000002,-6.192081,1,22.0,19,33000000
2,1,106.90444099999999,-6.181255,0,40.0,18,29000000
2,1,106.89143999999999,-6.1493910000000005,1,85.0,21,95000000
1,1,106.7967,-6.1248,1,36.0,14,42250000
2,1,106.778618,-6.109022,0,35.0,21,35000000
0,1,106.77275700000001,-6.1637889999999995,0,26.0,14,23000000
2,1,106.799198,-6.202724,1,42.0,24,75000000
2,2,106.83846299999999,-6.191791,1,78.0,16,192000000
2,1,106.83541799999999,-6.307531,1,36.0,15,65300000
2,1,106.892794,-6.17518,1,43.0,20,45000000
3,1,106.879075,-6.2250309999999995,1,50.0,19,79450000
0,1,106.6285,-6.2144,0,24.0,13,24000000
2,1,106.85493600000001,-6.147823000000001,1,73.0,21,110000000
2,1,106.73873,-6.190723,1,84.0,23,135000000
0,1,106.68350900000002,-6.2953730000000006,1,24.0,19,34800000
2,1,106.7917,-6.1792,0,50.0,12,90000000
1,1,106.856909,-6.149478,1,32.0,21,38000000
2,1,106.82013899999998,-6.221259,1,86.0,22,250000000
2,2,106.761852,-6.1969970000000005,1,76.0,19,93000000
1,1,106.83684699999999,-6.213647,1,45.0,20,90000000
2,1,106.78834199999999,-6.174633999999999,1,40.0,19,35000000
3,3,106.84629199999999,-6.222918,1,76.0,23,128000000
2,2,106.842672,-6.224187000000001,1,80.0,18,150000000
1,1,106.85493600000001,-6.147823000000001,1,57.0,22,60000000
3,3,106.73873,-6.190723,1,148.0,24,270000000
2,1,106.851836,-6.257162999999999,1,33.0,20,53000000
2,1,106.890391,-6.149836,1,45.0,23,72000000
2,1,106.81802900000001,-6.205971,1,48.0,18,105000000
0,1,106.83846299999999,-6.191791,1,28.0,22,84000000
3,1,106.8163,-6.2156,1,64.0,9,261000000
3,2,106.81128999999999,-6.225663,1,170.0,21,599400000
0,1,106.83846299999999,-6.191791,1,33.0,21,78000000
1,1,106.750249,-6.112092,1,35.0,16,75300000
2,1,106.78816599999999,-6.175894,1,42.0,23,60000000
2,1,106.866201,-6.245201,1,43.0,19,102000000
3,2,106.8944,-6.159513,1,90.0,22,55000000
1,1,106.9791,-6.2507,1,36.0,9,48000000
2,2,106.8311,-6.2232,1,87.0,8,264000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,45000000
2,1,106.81865400000001,-6.194443,1,71.0,12,126000000
0,1,106.728591,-6.182729,0,26.0,6,38100000
2,1,106.6866,-6.294,1,32.0,17,48000000
0,1,106.83846299999999,-6.191791,1,25.0,22,80000000
0,1,106.81915900000001,-6.226598,1,34.0,24,72000000
2,2,106.84629199999999,-6.222918,1,62.0,24,144000000
2,1,106.793302,-6.177578,1,88.0,23,100000000
3,2,106.852851,-6.153583,1,107.0,23,135000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,60000000
1,1,106.83846299999999,-6.191791,1,40.0,16,130000000
2,1,106.892794,-6.17518,1,45.0,20,56100000
2,2,106.827032,-6.164002,1,106.0,23,85000000
2,1,106.8163,-6.2156,1,64.0,10,233800000
0,1,107.0197,-6.2621,1,26.0,13,37000000
3,2,106.84629199999999,-6.222918,1,65.0,23,100800000
2,2,106.842672,-6.224187000000001,1,76.0,24,262000000
2,1,106.89933,-6.224079,0,42.0,16,33000000
2,1,106.83846299999999,-6.191791,1,48.0,22,150000000
2,1,106.80173799999999,-6.202296,1,63.0,24,96000000
0,1,106.811453,-6.259374,1,43.0,13,132000000
0,1,106.9525,-6.2521,1,22.0,16,42000000
2,2,106.767022,-6.273588,1,80.0,20,180000000
2,1,106.879075,-6.2250309999999995,1,34.0,19,57000000
0,1,106.7917,-6.1792,0,26.0,10,54500000
2,1,106.87319099999999,-6.1879290000000005,1,35.0,21,45000000
2,1,106.861756,-6.252397,1,35.0,20,39000000
3,2,106.798162,-6.200393,1,110.0,21,156000000
3,2,106.79010500000001,-6.174872,1,123.0,22,159000000
2,1,106.851836,-6.257162999999999,1,33.0,19,43500000
1,1,106.81915900000001,-6.226598,1,48.0,23,91500000
0,1,106.762396,-6.200106,1,21.0,15,32000000
2,2,106.728591,-6.182729,1,49.0,14,65000000
0,1,106.83541799999999,-6.307531,1,23.0,21,37500000
0,1,106.762396,-6.200106,1,22.0,15,35300000
2,1,106.879075,-6.2250309999999995,1,34.37,20,54000000
2,1,106.783318,-6.2201830000000005,1,63.0,23,138000000
0,1,106.81915900000001,-6.226598,1,35.0,21,71450000
2,1,106.729326,-6.166036,1,50.0,20,65000000
2,1,106.7917,-6.1792,0,50.0,10,90000000
1,1,106.82741100000001,-6.284048,1,33.0,22,56700000
2,1,106.81438500000002,-6.247255,1,66.0,23,126000000
0,1,106.6497,-6.2253,0,31.62,8,30000000
2,2,106.813631,-6.211458,1,90.0,23,156000000
2,1,106.90444099999999,-6.181255,0,36.0,18,30000000
3,2,106.843171,-6.236462,1,80.0,21,132000000
2,1,106.816842,-6.1973519999999995,1,65.0,23,138000000
2,1,106.779326,-6.107876999999999,1,77.0,23,102000000
3,2,106.89615800000001,-6.15209,1,110.0,21,125000000
0,1,106.89933,-6.224079,1,21.0,19,30000000
0,1,106.762396,-6.200106,1,23.0,17,35000000
2,1,106.879075,-6.2250309999999995,1,32.0,20,59000000
1,1,106.861756,-6.252397,1,32.0,20,39500000
0,1,106.769194,-6.237472,1,23.0,19,42000000
0,1,106.723973,-6.195343,1,27.0,18,32500000
3,2,106.804426,-6.2587459999999995,1,100.0,22,216000000
2,1,106.84297099999999,-6.24805,1,106.0,21,168000000
0,1,106.7917,-6.1792,0,26.0,13,42000000
0,1,106.83541799999999,-6.307531,1,30.0,22,48000000
1,1,106.816842,-6.1973519999999995,1,41.0,24,102000000
2,1,106.925427,-6.203576,1,33.0,19,30000000
0,1,106.91636000000001,-6.154351999999999,1,21.0,22,22000000
2,2,106.7874,-6.2914,1,125.0,12,156000000
2,1,106.757651,-6.186415,1,53.0,22,65000000
1,1,106.89321000000001,-6.175884,0,69.0,16,50000000
2,2,106.828806,-6.215463,1,93.0,24,324000000
1,1,106.81865400000001,-6.194443,1,42.0,21,69000000
3,3,106.804426,-6.2587459999999995,1,136.0,16,240000000
0,1,106.60767299999999,-6.228493,1,35.0,20,45000000
2,1,106.84986599999999,-6.257697,1,36.0,22,55000000
0,1,106.729326,-6.166036,1,26.0,19,36000000
2,1,106.84297099999999,-6.24805,1,70.0,22,156000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,65000000
3,3,106.811453,-6.259374,1,205.0,22,599760000
1,1,106.789248,-6.176076,1,35.0,19,70600000
0,1,106.723973,-6.195343,1,27.0,21,40000000
2,1,106.729326,-6.166036,1,50.0,22,57000000
2,1,106.769194,-6.237472,1,39.0,19,75000000
2,1,106.789934,-6.178351,1,83.0,23,150000000
0,1,106.836638,-6.148474,0,23.0,16,32400000
2,2,106.73873,-6.190723,1,96.0,24,200000000
1,1,106.789248,-6.176076,1,33.0,19,70000000
3,2,106.80712199999999,-6.121077,1,56.0,21,45000000
2,1,106.88373,-6.157527,1,35.0,20,33000000
2,2,106.80668,-6.2284440000000005,1,105.0,18,414540000
2,1,106.79605600000001,-6.153652,0,55.0,20,43000000
0,1,106.7917,-6.1792,1,26.0,13,43500000
2,1,106.890391,-6.149836,1,45.0,23,60000000
2,1,106.81865400000001,-6.194443,1,89.0,19,180000000
1,1,106.83684699999999,-6.213647,1,40.0,20,101100000
1,2,106.79010500000001,-6.174872,0,96.0,15,150000000
0,1,106.75921299999999,-6.258118,1,22.0,20,42000000
1,1,106.615252,-6.256026,1,35.0,12,38000000
3,3,106.804426,-6.2587459999999995,1,153.0,13,360000000
3,2,106.79539199999999,-6.303504,1,84.0,20,144000000
2,1,106.85493600000001,-6.147823000000001,0,74.0,19,72000000
2,1,106.73873,-6.190723,0,82.0,23,150000000
2,1,106.87616000000001,-6.24354,1,45.0,22,66000000
2,2,106.842672,-6.224187000000001,1,106.0,24,331000000
2,1,106.71540900000001,-6.174903,1,36.0,19,43000000
2,1,106.7917,-6.1792,0,50.0,10,54500000
0,1,106.729326,-6.166036,1,28.0,21,40000000
2,1,106.853714,-6.134868,1,42.0,20,50000000
3,2,106.83676000000001,-6.218768,1,91.0,24,126000000
2,1,106.81649499999999,-6.195839,1,60.0,23,165550000
2,1,106.84629199999999,-6.222918,1,42.0,23,96000000
0,1,106.789248,-6.176076,1,30.0,19,60000000
1,1,106.780328,-6.265013,1,80.0,24,273150000
2,1,106.835352,-6.212898,1,72.0,22,129900000
2,1,106.81802900000001,-6.205971,1,48.0,24,108000000
3,1,106.815297,-6.149237,1,65.0,18,60000000
2,1,106.729326,-6.166036,0,50.0,13,38000000
2,1,106.879075,-6.2250309999999995,1,34.0,19,52000000
1,1,106.855352,-6.255808999999999,1,40.0,21,90000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,64950000
0,1,106.745504,-6.317627,1,22.0,18,33000000
0,1,106.879075,-6.2250309999999995,1,24.0,18,30000000
3,2,106.793302,-6.177578,1,146.0,24,235000000
1,1,106.729326,-6.166036,1,35.0,19,39000000
0,1,106.799198,-6.202724,1,31.0,24,65000000
2,1,106.879075,-6.2250309999999995,1,34.0,20,70000000
1,1,106.816326,-6.183112,1,42.0,19,95000000
2,1,106.852251,-6.158357,1,50.0,21,60000000
1,1,106.830173,-6.276866,0,35.0,15,46000000
1,1,106.85716000000001,-6.14607,1,29.0,13,45000000
2,1,106.813631,-6.211458,1,98.0,22,230000000
0,1,106.866201,-6.245201,1,25.0,18,52500000
2,1,106.83676000000001,-6.218768,1,74.0,24,102000000
2,2,106.839674,-6.142811,0,44.0,20,37000000
0,1,106.75606100000002,-6.192081,0,22.0,16,21000000
1,1,106.810318,-6.255134,1,87.0,22,144000000
3,2,106.789934,-6.178351,1,110.0,23,230000000
3,2,106.85068999999999,-6.146146,1,196.0,24,350000000
2,2,106.806005,-6.228974,1,178.0,23,408000000
2,1,106.84986599999999,-6.257697,1,36.0,22,45000000
2,1,106.832645,-6.16298,0,50.0,17,48000000
1,1,106.830173,-6.276866,1,36.0,21,70000000
0,1,106.80173799999999,-6.202296,1,40.0,23,66000000
0,1,106.77275700000001,-6.1637889999999995,1,26.0,18,27000000
1,1,106.842672,-6.224187000000001,1,42.0,23,263700000
2,1,106.82013899999998,-6.221259,1,78.0,16,192000000
2,1,106.791409,-6.282965,1,79.0,24,156000000
1,1,106.762396,-6.200106,0,33.0,12,35000000
3,2,106.852251,-6.158357,1,70.0,21,120000000
2,2,106.9247,-6.1698,1,65.0,12,85000000
2,1,106.769194,-6.237472,1,40.0,19,65000000
1,1,106.75606100000002,-6.192081,1,36.0,21,50000000
2,2,106.82013899999998,-6.221259,1,76.0,16,200000000
2,1,106.851836,-6.257162999999999,1,33.0,20,47450000
0,1,106.83846299999999,-6.191791,1,33.0,16,72000000
2,1,106.85716000000001,-6.14607,0,90.0,16,94600000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,14,47500000
2,1,106.85185800000001,-6.200232,1,30.0,19,41000000
2,2,106.78828600000001,-6.2450410000000005,1,121.0,24,204000000
2,1,106.748074,-6.237095,1,35.0,17,53000000
0,1,106.88373,-6.157527,1,22.0,21,40000000
1,1,106.81915900000001,-6.226598,1,45.0,23,96000000
2,0,106.78816599999999,-6.175894,0,42.0,15,50000000
2,2,106.811453,-6.259374,1,130.0,16,312000000
0,1,106.60767299999999,-6.228493,1,31.0,17,43000000
1,1,106.816842,-6.1973519999999995,1,42.0,24,81000000
3,1,106.79181899999999,-6.0988430000000005,1,149.0,24,175000000
2,2,106.84297099999999,-6.24805,0,104.0,15,155000000
2,1,106.890391,-6.149836,1,45.0,22,56000000
2,1,106.82921,-6.128082,0,54.0,18,35000000
2,2,106.81845600000001,-6.210033999999999,1,144.0,23,356400000
3,2,106.84033500000001,-6.198186,1,155.0,23,425250000
2,0,106.699,-6.1435,1,41.0,13,65000000
1,1,106.6081,-6.186912,1,21.0,19,21000000
0,1,106.6381,-6.3043,1,25.0,18,55000000
2,1,106.85185800000001,-6.200232,1,30.0,21,49000000
0,1,106.83541799999999,-6.307531,1,25.0,23,35000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,60000000
2,1,106.83936299999999,-6.129877,1,42.0,20,54000000
2,1,106.836684,-6.2196370000000005,1,80.0,24,144000000
2,2,106.80668,-6.2284440000000005,1,133.0,18,370440000
1,1,106.729326,-6.166036,1,35.0,19,56000000
2,1,106.999,-6.2224,1,35.0,16,36000000
3,2,106.82419399999999,-6.227334,1,200.0,24,300000000
0,1,106.87231100000001,-6.245309,1,37.0,20,60000000
2,1,106.81915900000001,-6.226598,1,70.0,23,156000000
0,1,106.8939,-6.4274,0,21.0,11,12000000
3,2,106.85010700000001,-6.14907,1,73.0,15,95000000
1,1,106.7917,-6.1792,1,50.0,14,120000000
2,1,106.729326,-6.166036,1,50.0,20,55500000
2,1,106.729326,-6.166036,1,50.0,20,57000000
1,1,106.87319099999999,-6.1879290000000005,1,33.0,22,54000000
2,1,106.65211299999999,-6.3064,1,42.0,20,90000000
2,2,106.84527299999999,-6.222923000000001,1,122.0,24,374400000
3,3,106.845853,-6.122102,0,189.0,18,200000000
2,1,106.829196,-6.224797,1,60.0,24,156000000
2,1,106.851836,-6.257162999999999,1,34.0,20,48000000
2,1,106.851836,-6.257162999999999,1,33.0,19,40000000
3,2,106.81649499999999,-6.195839,1,108.0,16,312000000
0,1,106.7917,-6.1792,0,26.0,10,45000000
2,1,106.925427,-6.203576,1,33.0,20,30000000
0,1,106.811453,-6.259374,1,43.0,22,144000000
2,2,106.842672,-6.224187000000001,1,100.0,24,324000000
2,1,106.832645,-6.16298,0,50.0,17,40200000
2,1,106.879075,-6.2250309999999995,0,34.0,14,33000000
2,1,106.762396,-6.200106,0,43.2,13,40000000
0,1,106.6381,-6.3043,1,22.0,18,45000000
1,1,106.779326,-6.107876999999999,1,42.0,23,70000000
2,1,106.816842,-6.1973519999999995,1,65.0,23,120000000
2,1,106.78816599999999,-6.175894,1,42.0,23,53000000
1,1,106.813631,-6.211458,1,55.0,22,96000000
2,1,106.900954,-6.168483,1,37.0,20,31000000
2,1,106.75606100000002,-6.192081,1,35.0,20,48750000
2,1,106.87319099999999,-6.1879290000000005,1,35.0,23,48000000
0,1,106.855352,-6.255808999999999,1,28.0,22,68250000
2,2,106.787499,-6.24604,1,123.0,23,525000000
0,1,106.757651,-6.186415,0,27.0,19,42150000
3,1,106.8163,-6.2156,1,64.0,10,261000000
1,1,106.84297099999999,-6.24805,1,63.0,22,120000000
0,1,106.9791,-6.2507,1,35.0,15,35000000
3,2,106.836684,-6.2196370000000005,1,91.0,24,150000000
2,2,106.842672,-6.224187000000001,1,76.0,23,204000000
0,1,106.87319099999999,-6.1879290000000005,1,21.0,20,41850000
1,1,106.831123,-6.222417,1,49.0,21,96000000
2,3,106.804426,-6.2587459999999995,1,100.0,22,198000000
2,1,106.842672,-6.224187000000001,1,76.0,24,210000000
1,1,106.84527299999999,-6.222923000000001,1,78.0,24,162000000
0,1,106.757651,-6.186415,1,28.0,21,38000000
1,1,106.83846299999999,-6.191791,1,40.0,22,101000000
2,1,106.9906,-6.2519,1,32.0,16,24000000
2,1,106.829196,-6.224797,1,63.0,23,204000000
2,2,106.811453,-6.259374,1,120.0,13,300000000
0,1,106.83846299999999,-6.191791,0,32.0,20,75000000
1,1,106.843171,-6.236462,1,33.0,20,71750000
3,3,106.813631,-6.211458,1,185.0,23,300000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,45000000
2,1,106.879075,-6.2250309999999995,1,34.0,19,52000000
2,1,106.84297099999999,-6.24805,1,70.0,22,144000000
0,1,106.682451,-6.293003,1,22.0,16,36000000
0,1,106.762396,-6.200106,1,22.0,15,36000000
3,2,106.804426,-6.2587459999999995,1,100.0,16,204000000
2,2,106.73873,-6.190723,1,145.0,24,200000000
2,1,106.879075,-6.2250309999999995,1,34.0,21,60000000
2,1,106.85493600000001,-6.147823000000001,1,62.0,22,93000000
2,1,106.799198,-6.202724,1,50.0,24,102000000
3,2,106.7917,-6.1792,1,65.0,15,145000000
2,2,106.783318,-6.2201830000000005,1,120.0,24,259800000
1,1,106.6919,-6.2924,0,31.0,9,30000000
2,1,106.875949,-6.144769999999999,1,42.0,19,45000000
2,1,106.890391,-6.149836,1,45.0,22,65000000
2,2,106.788904,-6.24568,1,91.0,24,291060000
2,1,106.842672,-6.224187000000001,1,80.0,24,216000000
0,1,106.83541799999999,-6.307531,1,22.0,21,30400000
3,3,106.6101,-6.2331,0,108.0,1,50000000
2,1,106.85010700000001,-6.14907,1,58.0,14,75000000
0,1,106.88373,-6.157527,1,22.0,20,37950000
3,1,106.7917,-6.1792,1,65.0,14,130500000
1,1,106.799198,-6.202724,0,42.0,18,53000000
1,1,106.6379,-6.2246,1,29.0,16,27200000
2,2,106.823609,-6.210362,1,121.0,23,576000000
2,1,106.6866,-6.294,1,39.0,16,45000000
2,1,106.81802900000001,-6.205971,1,48.0,24,96000000
0,1,106.62910600000001,-6.199893,0,26.0,19,18000000
1,1,106.85716000000001,-6.14607,0,40.0,19,32650000
2,1,106.85010700000001,-6.14907,1,60.0,13,75000000
1,1,106.78874099999999,-6.1789190000000005,1,35.0,20,65000000
0,1,106.762396,-6.200106,1,22.0,15,33000000
0,1,106.729326,-6.166036,0,26.0,16,24000000
2,2,106.78626799999999,-6.294585,1,75.0,24,184000000
1,1,106.75606100000002,-6.192081,1,35.0,19,44400000
2,1,106.81649499999999,-6.195839,1,59.0,23,156000000
2,2,106.842672,-6.224187000000001,1,60.0,23,218000000
2,2,106.811453,-6.259374,1,106.0,22,204000000
2,1,106.757651,-6.186415,0,53.0,16,42000000
2,1,106.82921,-6.128082,1,52.0,22,53600000
2,1,106.9791,-6.2507,1,65.0,15,96000000
2,2,106.794123,-6.222613,1,98.0,21,387350000
2,2,106.804426,-6.2587459999999995,1,136.0,22,288000000
2,1,106.62910600000001,-6.199893,1,38.0,20,35000000
2,2,106.761852,-6.1969970000000005,0,76.0,14,70000000
1,1,106.682451,-6.293003,0,29.0,12,30000000
2,2,106.81816699999999,-6.20742,1,143.0,22,270000000
1,1,106.854417,-6.242630999999999,1,40.0,24,82000000
3,2,106.73873,-6.190723,1,158.0,21,380000000
0,1,106.723973,-6.195343,1,27.3,18,35000000
2,1,106.829196,-6.224797,1,54.0,21,234000000
2,2,106.842672,-6.224187000000001,1,84.0,23,240000000
1,1,106.729326,-6.166036,0,35.0,13,30000000
1,1,106.85716000000001,-6.14607,1,33.0,19,39000000
2,1,106.879075,-6.2250309999999995,1,35.0,19,50000000
0,1,106.87319099999999,-6.1879290000000005,1,21.0,21,40000000
0,1,106.84415700000001,-6.263361,1,28.0,21,40000000
2,1,106.79605600000001,-6.153652,0,49.0,18,35000000
2,1,106.81915900000001,-6.226598,1,70.0,24,144000000
2,1,106.73873,-6.190723,1,82.0,24,168000000
2,1,106.7917,-6.1792,1,50.0,8,85000000
0,1,106.81915900000001,-6.226598,1,34.0,24,72000000
0,1,106.702853,-6.131089,0,25.0,16,25000000
0,1,106.838974,-6.180433,1,29.0,23,84000000
3,3,106.811453,-6.259374,1,205.0,16,450000000
2,1,106.75921299999999,-6.258118,1,38.0,20,59550000
1,1,106.729326,-6.166036,1,35.0,20,45000000
2,2,106.767839,-6.1887989999999995,1,120.0,22,145000000
2,1,106.90444099999999,-6.181255,1,36.0,22,29700000
3,2,106.789248,-6.176076,0,110.0,13,115000000
2,1,106.854417,-6.242630999999999,1,38.0,23,95700000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,50000000
1,1,106.85185800000001,-6.200232,1,30.0,20,44000000
2,2,106.767022,-6.273588,1,80.0,21,205000000
2,1,106.84297099999999,-6.24805,1,99.0,22,156000000
1,1,106.729326,-6.166036,0,35.0,13,30000000
1,1,106.789248,-6.176076,1,33.0,20,72000000
0,1,106.729326,-6.166036,0,26.0,17,22000000
2,1,106.84297099999999,-6.24805,1,104.0,22,168000000
0,1,106.83846299999999,-6.191791,1,33.0,22,85900000
2,2,106.761852,-6.1969970000000005,1,80.0,19,90000000
2,1,106.745504,-6.317627,1,42.0,19,45000000
1,1,106.816326,-6.183112,1,45.0,20,90000000
1,1,106.789934,-6.178351,1,49.0,23,90000000
3,1,106.7917,-6.1792,0,135.0,11,208000000
3,2,106.85010700000001,-6.14907,1,73.0,14,85000000
2,2,106.82821100000001,-6.223742,1,100.0,18,143500000
3,0,106.78816599999999,-6.175894,1,70.0,19,60000000
3,2,106.7917,-6.1792,1,65.0,14,142000000
2,2,106.729326,-6.166036,1,63.0,21,55000000
0,1,106.778618,-6.109022,1,21.0,22,27000000
2,2,106.81438500000002,-6.247255,1,58.0,23,125000000
0,1,106.810318,-6.255134,1,60.0,22,144000000
0,1,106.82141499999999,-6.2165029999999994,1,29.0,21,60000000
2,1,106.94893300000001,-6.203631,1,34.0,21,35000000
2,1,106.789248,-6.176076,0,42.0,19,77000000
3,3,106.811453,-6.259374,1,175.0,16,360000000
2,1,106.804426,-6.2587459999999995,1,71.0,22,156000000
0,1,106.81915900000001,-6.226598,1,34.0,23,78000000
1,1,106.729326,-6.166036,1,36.0,19,47000000
1,1,106.78874099999999,-6.1789190000000005,1,29.0,21,65000000
2,1,106.793302,-6.177578,1,88.0,24,100000000
3,2,106.83846299999999,-6.191791,1,112.0,22,326500000
0,1,106.757651,-6.186415,1,27.0,20,40000000
0,1,106.834047,-6.149718,1,25.0,19,43500000
4,3,106.791301,-6.221632,1,105.0,22,150100000
0,1,106.7917,-6.1792,1,26.0,12,38050000
1,1,106.84297099999999,-6.24805,1,58.0,22,138000000
0,1,106.90444099999999,-6.181255,1,21.0,19,22000000
0,1,106.729326,-6.166036,0,26.0,16,26500000
1,1,106.84297099999999,-6.24805,1,65.0,22,120000000
3,2,106.828806,-6.215463,1,135.0,15,372000000
2,1,106.879075,-6.2250309999999995,1,37.0,20,51000000
0,1,106.77275700000001,-6.1637889999999995,1,26.0,18,36000000
2,1,106.91636000000001,-6.154351999999999,0,35.0,21,17000000
2,2,106.761852,-6.1969970000000005,1,72.0,9,90000000
2,1,106.861756,-6.252397,1,37.0,22,55000000
2,3,106.83676000000001,-6.218768,1,81.0,23,108000000
0,0,106.82141499999999,-6.2165029999999994,1,20.8,21,51000000
0,1,106.728591,-6.182729,0,26.0,10,30000000
0,1,106.78238999999999,-6.317404,1,23.0,15,48000000
2,1,106.75606100000002,-6.192081,0,35.0,15,25000000
0,1,106.892794,-6.17518,1,21.0,19,26500000
3,2,106.793302,-6.177578,1,146.0,24,185000000
2,1,106.85493600000001,-6.147823000000001,1,76.0,22,85900000
1,1,106.78874099999999,-6.1789190000000005,1,29.0,21,56000000
2,2,106.7917,-6.1792,1,50.0,15,105000000
0,1,106.81915900000001,-6.226598,1,38.0,23,75000000
1,1,106.76787900000001,-6.1909540000000005,0,44.0,15,60000000
2,1,106.78816599999999,-6.175894,1,42.0,22,57000000
1,1,106.816842,-6.1973519999999995,1,42.0,24,87000000
2,1,106.88373,-6.157527,1,35.0,20,33000000
2,1,106.81865400000001,-6.194443,1,50.0,20,100800000
2,1,106.81802900000001,-6.205971,1,48.0,24,85000000
0,1,106.81915900000001,-6.226598,1,34.0,23,70000000
2,1,106.82741100000001,-6.284048,1,48.0,22,90000000
2,1,106.861756,-6.252397,1,34.0,22,55000000
3,3,106.783318,-6.2201830000000005,1,156.0,24,324000000
1,1,106.729326,-6.166036,0,35.0,19,35000000
2,0,106.7863,-6.2929,1,150.0,16,480000000
2,1,106.85010700000001,-6.14907,1,60.0,14,75000000
0,1,106.757651,-6.186415,0,27.0,19,26000000
2,1,106.851836,-6.257162999999999,1,30.0,18,36000000
2,1,106.769194,-6.237472,1,49.0,20,75000000
1,1,106.816842,-6.1973519999999995,1,42.0,22,96000000
2,2,106.828806,-6.215463,1,76.0,23,312000000
2,1,106.87319099999999,-6.1879290000000005,0,33.0,16,30000000
1,2,106.79010500000001,-6.174872,0,97.0,16,144000000
1,1,106.85716000000001,-6.14607,1,33.0,22,50000000
2,1,106.793302,-6.177578,1,88.0,24,85000000
2,2,106.828806,-6.215463,1,97.0,24,330000000
2,1,106.765123,-6.216423000000001,1,53.0,19,43000000
2,1,106.854417,-6.242630999999999,1,42.0,24,90000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,60000000
1,1,106.65211299999999,-6.3064,1,33.0,21,60000000
2,2,106.842672,-6.224187000000001,1,84.0,22,243000000
3,2,106.81802900000001,-6.205971,1,87.0,22,138600000
3,3,106.875693,-6.164743,1,99.0,22,65000000
2,1,106.78816599999999,-6.175894,1,42.0,22,55000000
1,1,106.748074,-6.237095,1,31.0,19,30000000
2,1,106.791409,-6.282965,1,58.0,23,178250000
2,1,106.915901,-6.14809,1,48.0,22,60000000
2,1,106.84629199999999,-6.222918,1,45.0,22,90950000
2,1,106.73873,-6.190723,1,84.0,24,180000000
0,1,106.8263,-6.3864,1,24.0,13,32500000
2,1,106.851836,-6.257162999999999,1,33.0,20,39000000
0,1,106.83846299999999,-6.191791,1,32.0,21,97200000
2,1,106.900954,-6.168483,1,37.0,19,31000000
3,2,106.788904,-6.24568,1,130.0,22,350000000
2,1,106.723973,-6.195343,1,45.0,21,43800000
1,1,107.166,-6.2977,0,44.15,9,48000000
2,1,106.78238999999999,-6.317404,1,42.0,16,70000000
2,1,106.789248,-6.176076,1,53.0,20,100000000
1,1,106.837375,-6.216519,1,48.0,21,96000000
0,1,106.87319099999999,-6.1879290000000005,1,33.0,21,55000000
2,1,106.853714,-6.134868,1,43.0,21,46000000
2,1,106.82741100000001,-6.284048,1,49.0,22,72000000
2,1,106.84986599999999,-6.257697,1,35.0,24,51000000
0,1,106.8267,-6.253232,1,38.0,19,84000000
3,2,106.892794,-6.17518,1,67.0,21,100000000
2,1,106.757651,-6.186415,0,53.0,16,42000000
2,1,106.75606100000002,-6.192081,1,34.0,20,42000000
0,1,106.855352,-6.255808999999999,1,29.0,22,55200000
0,1,106.728591,-6.182729,1,26.0,14,40000000
1,1,106.729326,-6.166036,0,35.0,17,30000000
